source,regime,label,class_name,n,n_unique,quantization_limited,rho1,rho5,rho10,p_gt_3sigma,p_gt_5sigma,p999_sigmas,robust_sigma,iact,pw_mhat,pw_block_stationary,pw_block_circular
synthetic,N/A,synth-tail-1sigma-rho0p3-seed2,baseline,10000,9881,False,0.14643705609251426,0.008704291891188976,-0.00389001086466891,0.0056,0.0001,3.661997564453234,141191.7045,1.3870983206779575,1,8.006016799690084,9.164601456726484
synthetic,N/A,synth-tail-1sigma-rho0p3-seed2,test,10000,9913,False,0.07995409213765267,-0.013188425853066966,0.005573308200801707,0.0302,0.0059,6.327777453726217,147569.1084,1.2083564072060375,1,5.749517313640312,6.581554356731037
synthetic,N/A,synth-tail-1sigma-rho0p3-seed3,baseline,10000,9906,False,0.1594630431237366,-0.0027246724679716025,0.007633916483019072,0.0055,0.0002,3.9417262052953017,141826.9986,1.4487726368553622,2,11.545347618330212,13.216123853931784
synthetic,N/A,synth-tail-1sigma-rho0p3-seed3,test,10000,9890,False,0.0727118511413459,-0.019938120849397948,-0.0071867234165224475,0.0323,0.0071,6.647965614196389,146153.9667,1.2070608936831633,1,5.442260853590005,6.229833510794932
synthetic,N/A,synth-tail-1sigma-rho0p3-seed4,baseline,10000,9896,False,0.13946526617901833,-0.01107917738771573,0.004472352925771104,0.0079,0.0002,3.9466266160134875,138708.34949999998,1.4086312513394894,2,11.180363695374043,12.798321559020868
synthetic,N/A,synth-tail-1sigma-rho0p3-seed4,test,10000,9902,False,0.09685022762868492,-0.01060345168841322,-0.00233507185209191,0.0323,0.0063,6.410070798436103,148503.8877,1.2545199076793851,1,6.409490693758308,7.33703528465817
synthetic,N/A,synth-tail-1sigma-rho0p6-seed0,baseline,10000,9917,False,0.29010257566680603,0.026994879511067618,-0.005792250567133452,0.0071,0.0002,3.8946640339477128,140113.8543,2.2157785220738155,4,22.194927748799348,25.406849906492774
synthetic,N/A,synth-tail-1sigma-rho0p6-seed0,test,10000,9904,False,0.1623467391010976,0.02801076602955053,-0.0030421431656675623,0.0314,0.0058,6.483372665947929,149648.45489999998,1.8755916762896043,3,18.009676612661686,20.61593332229348
synthetic,N/A,synth-tail-1sigma-rho0p6-seed1,baseline,10000,9900,False,0.2929369363009347,0.05969627536714507,0.004941001897406216,0.0063,0.0,4.065541899366128,136723.8894,2.6154049557982897,5,28.886580928511002,33.06688060753599
synthetic,N/A,synth-tail-1sigma-rho0p6-seed1,test,10000,9920,False,0.16062692107838716,0.037112065858077,0.0017368077804831032,0.0317,0.0051,6.325553053193612,147797.4288,1.8662986475538141,3,18.70668025699893,21.413803321077896
synthetic,N/A,synth-tail-1sigma-rho0p6-seed2,baseline,10000,9893,False,0.29022892770153036,0.044565691900277905,-0.004239726679050714,0.0055,0.0001,3.791362126286055,138861.79859999998,2.394678088464253,5,25.97580334112972,29.734872046355612
